chromosome,gene,transcript,canonical,lof.oe_ci.upper,lof.oe_ci.upper_bin_decile,trimester,group,uni_prot,protein,rowsum,rank,norm_rank
chr12,NA,ENST00000539033,TRUE,0.928,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000540732,TRUE,1.045,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000540732,TRUE,1.045,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr1,NA,ENST00000432920,TRUE,1.029,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr1,NA,ENST00000432920,TRUE,1.029,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr11,NA,ENST00000535431,TRUE,1.728,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr11,NA,ENST00000535431,TRUE,1.728,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr11,NA,ENST00000419755,TRUE,0.978,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr11,NA,ENST00000419755,TRUE,0.978,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr14,NA,ENST00000472726,TRUE,0.567,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr14,NA,ENST00000472726,TRUE,0.567,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr11,NA,ENST00000543494,TRUE,1.471,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr11,NA,ENST00000543494,TRUE,1.471,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr11,NA,ENST00000541135,TRUE,1.72,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr11,NA,ENST00000541135,TRUE,1.72,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr7,NA,ENST00000677581,TRUE,0.401,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr7,NA,ENST00000677581,TRUE,0.401,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000540096,TRUE,0.908,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000540096,TRUE,0.908,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr7,NA,ENST00000470747,TRUE,1.371,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr7,NA,ENST00000470747,TRUE,1.371,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000546837,TRUE,0.294,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000546837,TRUE,0.294,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000548861,TRUE,0.382,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000548861,TRUE,0.382,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000546840,TRUE,1.09,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000546840,TRUE,1.09,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000546504,TRUE,1.677,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000546504,TRUE,1.677,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000550412,TRUE,1.234,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000550412,TRUE,1.234,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr8,NA,ENST00000262283,TRUE,1.281,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr8,NA,ENST00000262283,TRUE,1.281,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr1,NA,ENST00000485079,TRUE,1.115,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr1,NA,ENST00000485079,TRUE,1.115,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr17,NA,ENST00000531839,TRUE,0.964,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr17,NA,ENST00000531839,TRUE,0.964,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr11,NA,ENST00000622211,TRUE,0.892,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr11,NA,ENST00000622211,TRUE,0.892,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000555938,TRUE,1.397,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000555938,TRUE,1.397,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr14,NA,ENST00000553811,TRUE,1.929,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr14,NA,ENST00000553811,TRUE,1.929,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr9,NA,ENST00000556278,TRUE,0.851,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr9,NA,ENST00000556278,TRUE,0.851,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr2,NA,ENST00000606025,TRUE,1.016,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr2,NA,ENST00000606025,TRUE,1.016,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr14,NA,ENST00000556347,TRUE,0.741,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr14,NA,ENST00000556347,TRUE,0.741,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr14,NA,ENST00000555283,TRUE,1.916,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr14,NA,ENST00000555283,TRUE,1.916,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr14,NA,ENST00000557574,TRUE,0.783,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr14,NA,ENST00000557574,TRUE,0.783,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr14,NA,ENST00000555074,TRUE,0.72,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr14,NA,ENST00000555074,TRUE,0.72,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr14,NA,ENST00000553909,TRUE,1.735,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr14,NA,ENST00000553909,TRUE,1.735,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr14,NA,ENST00000558325,TRUE,0.83,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr14,NA,ENST00000558325,TRUE,0.83,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000569317,TRUE,1.431,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000569317,TRUE,1.431,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr2,NA,ENST00000561882,TRUE,1.796,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr2,NA,ENST00000561882,TRUE,1.796,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr15,NA,ENST00000562767,TRUE,1.795,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr15,NA,ENST00000562767,TRUE,1.795,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr15,NA,ENST00000564080,TRUE,1.216,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr15,NA,ENST00000564080,TRUE,1.216,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000564543,TRUE,0.971,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000564543,TRUE,0.971,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000567078,TRUE,0.644,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000567078,TRUE,0.644,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000563634,TRUE,1.451,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000563634,TRUE,1.451,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000443119,TRUE,0.398,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000443119,TRUE,0.398,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000564536,TRUE,1.537,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000564536,TRUE,1.537,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr15,NA,ENST00000562833,TRUE,0.076,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr15,NA,ENST00000562833,TRUE,0.076,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr20,NA,ENST00000564763,TRUE,1.018,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr20,NA,ENST00000564763,TRUE,1.018,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000570054,TRUE,0.605,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000570054,TRUE,0.605,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000568766,TRUE,1.944,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000568766,TRUE,1.944,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000567194,TRUE,1.731,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000567194,TRUE,1.731,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr9,NA,ENST00000568665,TRUE,1.823,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr9,NA,ENST00000568665,TRUE,1.823,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000637378,TRUE,1.18,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000637378,TRUE,1.18,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr17,NA,ENST00000571730,TRUE,0.928,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr17,NA,ENST00000571730,TRUE,0.928,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr6,NA,ENST00000375880,TRUE,0.568,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr6,NA,ENST00000375880,TRUE,0.568,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr17,NA,ENST00000498285,TRUE,0.194,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr17,NA,ENST00000498285,TRUE,0.194,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr8,NA,ENST00000522452,TRUE,1.754,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr8,NA,ENST00000522452,TRUE,1.754,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr17,NA,ENST00000578584,TRUE,1.398,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr17,NA,ENST00000578584,TRUE,1.398,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr17,NA,ENST00000577660,TRUE,1.431,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr17,NA,ENST00000577660,TRUE,1.431,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr17,NA,ENST00000582441,TRUE,1.951,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr17,NA,ENST00000582441,TRUE,1.951,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000592740,TRUE,1.464,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000592740,TRUE,1.464,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000586572,TRUE,1.289,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000586572,TRUE,1.289,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr18,NA,ENST00000589258,TRUE,1.863,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr18,NA,ENST00000589258,TRUE,1.863,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000586012,TRUE,1.689,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000586012,TRUE,1.689,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr17,NA,ENST00000587459,TRUE,1.874,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr17,NA,ENST00000587459,TRUE,1.874,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000588212,TRUE,0.741,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000588212,TRUE,0.741,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000590798,TRUE,1.094,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000590798,TRUE,1.094,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr17,NA,ENST00000592574,TRUE,0.643,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr17,NA,ENST00000592574,TRUE,0.643,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000591656,TRUE,1.845,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000591656,TRUE,1.845,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000588873,TRUE,0.964,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000588873,TRUE,0.964,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr1,NA,ENST00000370548,TRUE,0.819,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr1,NA,ENST00000370548,TRUE,0.819,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr17,NA,ENST00000593039,TRUE,0.995,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr17,NA,ENST00000593039,TRUE,0.995,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000585661,TRUE,1.653,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000585661,TRUE,1.653,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000591889,TRUE,1.178,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000591889,TRUE,1.178,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000435837,TRUE,1.648,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000435837,TRUE,1.648,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000599312,TRUE,0.974,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000599312,TRUE,0.974,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000594769,TRUE,0.408,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000594769,TRUE,0.408,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000597658,TRUE,1.326,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000597658,TRUE,1.326,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000596831,TRUE,0.986,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000596831,TRUE,0.986,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000594374,TRUE,1.245,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000594374,TRUE,1.245,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000595946,TRUE,1.017,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000595946,TRUE,1.017,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000595676,TRUE,0.844,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000595676,TRUE,0.844,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000597410,TRUE,1.883,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000597410,TRUE,1.883,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000594664,TRUE,0.482,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000594664,TRUE,0.482,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000637680,TRUE,1.843,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000637680,TRUE,1.843,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000593873,TRUE,1.699,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000593873,TRUE,1.699,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000593459,TRUE,1.403,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000593459,TRUE,1.403,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000595562,TRUE,1.169,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000595562,TRUE,1.169,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000594684,TRUE,1.393,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000594684,TRUE,1.393,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000594663,TRUE,1.868,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000594663,TRUE,1.868,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000594059,TRUE,1.902,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000594059,TRUE,1.902,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000596400,TRUE,1.409,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000596400,TRUE,1.409,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000599996,TRUE,1.136,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000599996,TRUE,1.136,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000597961,TRUE,1.135,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000597961,TRUE,1.135,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000597959,TRUE,1.508,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000597959,TRUE,1.508,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr7,NA,ENST00000514917,TRUE,1.457,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr7,NA,ENST00000514917,TRUE,1.457,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr20,NA,ENST00000488788,TRUE,1.841,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr20,NA,ENST00000488788,TRUE,1.841,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr1,NA,ENST00000605933,TRUE,1.001,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr1,NA,ENST00000605933,TRUE,1.001,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr3,NA,ENST00000606589,TRUE,1.836,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr3,NA,ENST00000606589,TRUE,1.836,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr4,NA,ENST00000509111,TRUE,1.908,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr4,NA,ENST00000509111,TRUE,1.908,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000562949,TRUE,1.506,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000562949,TRUE,1.506,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr5,NA,ENST00000519718,TRUE,1.169,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr5,NA,ENST00000519718,TRUE,1.169,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000398092,TRUE,0.478,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000398092,TRUE,0.478,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr20,NA,ENST00000467211,TRUE,1.747,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr20,NA,ENST00000467211,TRUE,1.747,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000513209,TRUE,1.659,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000513209,TRUE,1.659,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr1,NA,ENST00000473363,TRUE,1.274,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr1,NA,ENST00000473363,TRUE,1.274,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr20,NA,ENST00000632538,TRUE,1.626,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr20,NA,ENST00000632538,TRUE,1.626,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr2,NA,ENST00000410042,TRUE,1.158,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr2,NA,ENST00000410042,TRUE,1.158,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr17,NA,ENST00000555059,TRUE,1.168,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr17,NA,ENST00000555059,TRUE,1.168,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr5,NA,ENST00000514667,TRUE,0.418,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr5,NA,ENST00000514667,TRUE,0.418,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr3,NA,ENST00000446977,TRUE,1.609,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr3,NA,ENST00000446977,TRUE,1.609,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr1,NA,ENST00000621281,TRUE,0.848,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr1,NA,ENST00000621281,TRUE,0.848,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr3,NA,ENST00000614557,TRUE,0.586,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr3,NA,ENST00000614557,TRUE,0.586,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr15,NA,ENST00000622269,TRUE,1.847,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr15,NA,ENST00000622269,TRUE,1.847,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr5,NA,ENST00000506502,TRUE,0.239,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr5,NA,ENST00000506502,TRUE,0.239,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000535024,TRUE,1.896,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000535024,TRUE,1.896,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr6,NA,ENST00000621053,TRUE,1.924,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr6,NA,ENST00000621053,TRUE,1.924,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr10,NA,ENST00000615923,TRUE,0.679,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr10,NA,ENST00000615923,TRUE,0.679,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr15,NA,ENST00000629685,TRUE,1.198,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr15,NA,ENST00000629685,TRUE,1.198,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr5,NA,ENST00000624396,TRUE,1.958,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr5,NA,ENST00000624396,TRUE,1.958,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr3,NA,ENST00000648550,TRUE,0.898,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr3,NA,ENST00000648550,TRUE,0.898,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr1,NA,ENST00000625258,TRUE,1.577,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
